DATETIME,L_T1,L_T2,L_T3,L_T4,L_T5,L_T6,L_T7,F_PU1,S_PU1,F_PU2,S_PU2,F_PU3,S_PU3,F_PU4,S_PU4,F_PU5,S_PU5,F_PU6,S_PU6,F_PU7,S_PU7,F_PU8,S_PU8,F_PU9,S_PU9,F_PU10,S_PU10,F_PU11,S_PU11,F_V2,S_V2,P_J280,P_J269,P_J300,P_J256,P_J289,P_J415,P_J302,P_J306,P_J307,P_J317,P_J14,P_J422,ATT_FLAG
29/11/16 00,3.62,0.86,3.88,2.8,3.3,5.5,2.71,89.68,1,89.7,1,0,0,32.71,1,0,0,42.33,1,14.5,1,0,0,0,0,32.64,1,0,0,0,0,2.98,38.46,19.92,85.8,19.96,90.54,30.84,62.38,30.71,71.7,42.29,21.74,1
29/11/16 01,3.79,0.48,4.29,3.32,2.56,5.5,3.16,95.03,1,95.05,1,0,0,32.2,1,0,0,42.86,1,16.95,1,0,0,0,0,32.22,1,0,0,112.99,1,2.98,35.64,25.17,91.85,25.21,94.98,28.65,63,28.53,71.02,28.41,27.51,1
29/11/16 02,3.76,0.79,4.85,3.65,2.06,5.5,3.49,94.8,1,94.82,1,0,0,32.98,1,0,0,0,0,37.43,1,0,0,0,0,31.09,1,0,0,107.46,1,2.98,35.76,26.38,91.83,26.45,79.72,28.85,62.13,28.73,75.16,29.35,28.45,1
29/11/16 03,3.77,1.21,5.26,3.79,1.52,5.5,4.46,94.61,1,94.63,1,0,0,0,0,0,0,0,0,37.74,1,35.29,1,0,0,28.91,1,0,0,95.77,1,2.98,35.86,28.48,75.82,28.45,81.33,22.68,84.13,22.58,75.98,31.03,30.13,1
29/11/16 04,3.76,1.82,5.01,4.19,2.27,5.38,4.4,94.37,1,94.39,1,0,0,0,0,0,0,0,0,37.81,1,36.89,1,0,0,0,0,0,0,93.91,1,2.98,35.99,28.94,76.43,28.92,81.69,28.19,86.74,28.19,60.24,31.48,30.58,1
29/11/16 05,3.83,2.46,4.81,4.33,3.02,5.11,3.25,93.31,1,93.33,1,0,0,0,0,0,0,0,0,0,0,36.94,1,0,0,0,0,0,0,79.12,1,2.98,36.55,31.67,74.94,31.67,68.14,28.64,87.09,28.64,60.07,34.01,33.11,0
29/11/16 06,3.97,3.28,4.54,3.36,3.73,4.94,2.64,93.24,1,93.25,1,0,0,0,0,0,0,0,0,0,0,35.14,1,0,0,31.07,1,0,0,75.05,1,2.98,36.59,32.11,73.79,32.11,67.72,22.74,84.47,22.62,69.1,34.42,33.52,0
29/11/16 07,4.06,3.9,4.23,3.33,3.71,5.25,3.22,94.74,1,94.76,1,0,0,0,0,0,0,0,0,50.3,1,0,0,0,0,32.16,1,0,0,87.24,1,2.98,35.79,29.74,73.2,29.7,86.45,28.89,63.84,28.77,71.47,32.32,31.42,0
29/11/16 08,4.08,4.28,3.91,3.64,3.15,5.5,4.15,94.38,1,94.4,1,0,0,0,0,0,0,0,0,50.38,1,0,0,0,0,30.16,1,0,0,86.24,1,2.98,35.98,30.07,70.32,30.03,86.62,29.3,61.93,29.19,78.66,32.64,31.74,0
29/11/16 09,4.2,4.67,3.48,3.93,2.37,5.38,4.26,94.78,1,94.8,1,0,0,0,0,0,0,0,0,50.92,1,0,0,0,0,0,0,0,0,84.19,1,2.98,35.77,30.33,69.92,30.29,85.8,31.85,60.94,31.85,55.16,32.89,31.99,0
29/11/16 10,4.31,5.02,3.06,3.94,1.56,4.91,2.07,94.65,1,94.67,1,0,0,0,0,0,0,0,0,50.6,1,0,0,0,0,32.96,1,0,0,82.02,1,2.98,35.84,30.59,70.65,30.55,86.7,28.97,61.01,28.85,68.8,33.14,32.24,0
29/11/16 11,4.16,5.04,3.43,4.15,1.94,5.13,2.37,94.82,1,94.84,1,0,0,36.35,1,0,0,0,0,49.51,1,35.58,1,0,0,31.34,1,0,0,85.44,1,2.98,35.75,29.43,89.15,29.5,87.79,22.05,83.01,21.93,67.49,32.42,31.52,0
29/11/16 12,4.04,5.04,3.91,4.61,2.48,5.31,2.5,95.57,1,95.59,1,0,0,36.47,1,0,0,0,0,0,0,35.68,1,0,0,30.9,1,0,0,73.9,1,2.98,35.35,30.87,90.39,30.99,65.97,21.67,82.46,21.56,68.61,33.4,32.5,0
29/11/16 13,3.89,5.42,4.42,3.33,2.9,5.5,3.01,94.94,1,94.96,1,0,0,36.9,1,0,0,0,0,0,0,34.98,1,0,0,29.85,1,0,0,73.49,1,2.98,35.69,31.21,89.96,31.33,65.27,22.36,84.36,22.26,72.72,33.74,32.84,0
29/11/16 14,4.05,4.83,4.86,3.3,3.54,5.5,3.83,91.73,1,91.75,1,0,0,34.51,1,0,0,0,0,49.07,1,35.49,1,0,0,30.34,1,0,0,0,0,2.98,37.39,24.58,87.51,24.65,83.78,23.21,84.34,23.1,71.99,40.86,26.35,0
29/11/16 15,4.26,3.95,5.25,3.19,4.07,5.5,4.36,91.13,1,91.14,1,0,0,33.19,1,0,0,0,0,48.23,1,0,0,0,0,32.23,1,0,0,0,0,2.98,37.71,23.95,89.07,24.01,84.71,30.48,63.15,30.36,72.82,41.59,25.69,0
29/11/16 16,4.5,3.34,5.09,3.45,3.33,5.5,4.78,112.92,1,0,0,0,0,0,0,0,0,0,0,49.19,1,0,0,0,0,31.74,1,0,0,0,0,2.99,25.81,26.41,73.61,26.37,85.28,29.19,62.6,29.07,73.27,38.52,27.78,0
29/11/16 17,4.57,2.82,4.75,3.64,2.62,5.21,3.51,110.64,1,0,0,0,0,0,0,0,0,0,0,48.56,1,0,0,0,0,0,0,0,0,0,0,2.99,27.09,25.94,72.98,25.9,85.99,32.79,62.02,32.79,56.34,39.7,27.3,0
29/11/16 18,4.73,2.31,4.39,3.97,1.93,5.09,2.61,112.05,1,0,0,0,0,0,0,0,0,0,0,48.66,1,0,0,0,0,33.04,1,0,0,0,0,2.99,26.3,25.42,72.74,25.38,85.28,29.38,61,29.25,68.78,38.93,26.78,0
29/11/16 19,4.68,1.79,4.04,4.11,1.68,5.31,2.82,112.23,1,0,0,0,0,0,0,0,0,0,0,48.91,1,36.37,1,0,0,31.42,1,0,0,0,0,2.99,26.2,24.88,70.94,24.84,84.27,22.36,81.93,22.25,67.54,38.72,26.25,0
29/11/16 20,4.57,1.27,3.63,3.92,2.06,5.47,2.84,113.21,1,0,0,0,0,0,0,0,0,0,0,48.35,1,35.93,1,0,0,31.33,1,0,0,0,0,2.99,25.65,24.4,71.63,24.37,84.85,21.98,82.34,21.87,67.45,38.25,25.77,0
29/11/16 21,4.4,0.76,3.27,4.01,2.49,5.5,2.94,114.32,1,0,0,0,0,0,0,0,0,0,0,48.84,1,36.19,1,0,0,31.42,1,0,0,0,0,2.99,25.01,23.86,68.9,23.82,83.38,21.26,81.15,21.14,66.41,37.67,25.22,0
29/11/16 22,3.99,0.52,3.17,3.47,2.67,5.44,2.36,119.38,1,0,0,0,0,35.66,1,0,0,0,0,49.2,1,34.78,1,0,0,30.73,1,0,0,88.66,1,2.99,22.11,24.93,85.9,25,83.88,18.92,81.27,18.81,66.43,27.93,27.03,0
29/11/16 23,3.47,0.55,3.57,3.31,3.01,5.5,2.16,120.27,1,0,0,0,0,34.53,1,0,0,0,0,48.94,1,34.32,1,0,0,30.28,1,0,0,84.15,1,2.99,21.59,24.97,87.87,25.03,84.41,18.53,81.67,18.42,67.51,27.92,27.02,0
30/11/16 00,2.95,0.55,4.02,3.38,3.41,5.5,2.19,118.92,1,0,0,0,0,35.23,1,0,0,0,0,48.64,1,34.07,1,0,0,29.52,1,0,0,89.56,1,2.99,22.37,24.99,86.7,25.06,84.99,19.55,83.1,19.45,70.97,27.98,27.08,0
30/11/16 01,2.52,0.6,4.42,3.58,3.94,5.5,2.88,119.52,1,0,0,0,0,31.96,1,0,0,0,0,48.37,1,34.32,1,0,0,29.68,1,0,0,86.07,1,2.99,22.02,25.1,92.15,25.15,85.58,19.04,82.17,18.93,69.96,28.01,27.11,0
30/11/16 02,2.17,0.71,4.98,3.88,3.45,5.5,3.39,117.94,1,0,0,0,0,32.81,1,0,0,0,0,47.91,1,0,0,0,0,30.69,1,0,0,92.44,1,2.99,22.93,25.29,91.01,25.34,86.62,26.23,63.53,26.12,73.86,28.25,27.35,0
30/11/16 03,1.91,0.89,5.29,4.34,2.88,5.5,4.24,117.38,1,0,0,0,0,0,0,0,0,0,0,47.6,1,0,0,0,0,29.82,1,0,0,85.76,1,2.99,23.26,26.82,76.6,26.78,88.63,26.6,63.88,26.5,77.08,29.37,28.47,0
30/11/16 04,1.83,1.54,5.1,3.82,2.5,5.38,4.29,116.49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.24,1,2.99,23.77,29.66,76.76,29.66,68.83,29.33,63.35,29.33,60.13,31.93,31.03,0
30/11/16 05,1.86,2.24,4.92,3.03,2.08,5.11,3.13,116.54,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.48,1,2.99,23.74,30.05,73.54,30.05,66.78,29.35,63.4,29.35,58.08,32.3,31.4,0
30/11/16 06,1.75,2.57,4.58,3.64,1.79,5.08,2.71,117.65,1,0,0,0,0,0,0,0,0,0,0,48.61,1,0,0,0,0,31.77,1,0,0,75.03,1,2.99,23.1,27.95,75.65,27.91,87.89,26.19,62.26,26.07,70.16,30.44,29.54,0
30/11/16 07,1.51,2.81,4.37,4.25,1.76,5.39,3.35,119.5,1,0,0,0,0,0,0,0,0,0,0,48.37,1,34.42,1,0,0,29.94,1,0,0,64.68,1,2.99,22.04,27.87,73.7,27.83,88.28,18.86,81.82,18.75,68.93,30.3,29.4,0
30/11/16 08,1.21,3.16,4.06,4.03,2.3,5.5,3.96,119.65,1,0,0,0,0,0,0,0,0,0,0,0,0,34.57,1,0,0,30,1,0,0,45.86,1,2.99,21.95,29.7,74.68,29.7,62.57,18.65,81.35,18.55,68.55,31.88,30.98,0
30/11/16 09,0.97,3.54,3.82,3.05,2.72,5.5,3.85,98.3,1,98.32,1,0,0,0,0,0,0,0,0,50.71,1,35.2,1,0,0,30.11,1,0,0,71.18,1,2.97,33.88,28.69,70.51,28.65,84.58,19.3,80.93,19.19,68.83,31.18,30.28,0
30/11/16 10,0.91,3.75,3.4,2.99,2.97,5.5,3.81,98.45,1,98.47,1,0,0,0,0,0,0,0,0,50.12,1,35.12,1,0,0,29.82,1,0,0,68.97,1,2.97,33.8,28.86,72.24,28.82,85.94,19.29,81.05,19.18,69.75,31.33,30.43,0
30/11/16 11,0.84,3.94,3.07,3.3,3.21,5.5,4,97.9,1,97.92,1,0,0,0,0,0,0,0,0,50.41,1,34.63,1,0,0,29.56,1,0,0,69.31,1,2.97,34.1,29.05,70.78,29.01,85.55,19.65,82.25,19.55,70.95,31.52,30.62,0
30/11/16 12,0.81,3.89,3.34,3.44,3.62,5.5,4.4,98.1,1,98.12,1,0,0,34.39,1,0,0,0,0,49.47,1,34.37,1,0,0,30.07,1,0,0,72.43,1,2.97,33.99,28.18,91.31,28.25,86.61,19.52,82.57,19.41,69.2,31.07,30.17,0
30/11/16 13,0.78,3.77,3.9,3.83,4.04,5.5,4.33,98.68,1,98.7,1,0,0,35.59,1,0,0,0,0,50.01,1,0,0,0,0,30.45,1,0,0,72.19,1,2.97,33.68,28,89.08,28.07,85.39,25.79,62.26,25.68,74.21,30.91,30.01,0
30/11/16 14,0.87,3.64,4.37,3.87,3.19,5.37,4.2,97.62,1,97.64,1,0,0,35.37,1,0,0,0,0,50.13,1,0,0,0,0,0,0,0,0,78.72,1,2.97,34.25,27.99,89.45,28.06,85.15,28.94,61.84,28.94,57.9,30.94,30.04,0
30/11/16 15,1.07,3.58,4.84,3.83,2.39,5,2.52,97.1,1,97.12,1,0,0,34.77,1,0,0,0,0,49.1,1,0,0,0,0,0,0,0,0,81.68,1,2.97,34.53,27.99,90.47,28.05,87.13,29.23,62.09,29.23,55.86,30.93,30.03,0
30/11/16 16,1.19,3.53,5.34,4.28,1.75,5.06,2.27,97.24,1,97.26,1,0,0,0,0,0,0,0,0,49.56,1,0,0,0,0,32.22,1,0,0,75.74,1,2.97,34.45,28.89,74.14,28.85,87.05,26.3,60.98,26.17,68.67,31.39,30.49,0
30/11/16 17,1.24,3.89,5,4.18,1.61,5.29,2.61,97.09,1,97.11,1,0,0,0,0,0,0,0,0,0,0,35.04,1,0,0,30.52,1,0,0,56.78,1,2.97,34.54,31.17,72.6,31.17,65.18,19.78,81.68,19.67,67.98,33.39,32.49,0
30/11/16 18,1.28,4.46,4.62,2.93,2.1,5.5,2.91,97.48,1,97.5,1,0,0,0,0,0,0,0,0,50.36,1,35.03,1,0,0,30.07,1,0,0,68.41,1,2.97,34.33,29.55,72.39,29.51,86.14,19.84,81.75,19.73,69.51,32.01,31.11,0
30/11/16 19,1.25,4.65,4.25,3.26,2.54,5.5,3.2,98.3,1,98.31,1,0,0,0,0,0,0,0,0,50.52,1,34.77,1,0,0,30.3,1,0,0,64.16,1,2.97,33.89,29.62,73.15,29.58,85.9,19.47,81.84,19.36,68.38,32.07,31.17,0
30/11/16 20,1.17,4.79,3.92,3.47,2.97,5.5,3.19,97.81,1,97.83,1,0,0,0,0,0,0,0,0,50.63,1,34.67,1,0,0,30.02,1,0,0,64.67,1,2.97,34.15,29.77,70.45,29.73,85.81,19.73,82.26,19.62,69.55,32.22,31.32,0
30/11/16 21,1.14,4.93,3.5,3.61,3.4,5.5,3.45,98.38,1,98.4,1,0,0,0,0,0,0,0,0,50.82,1,34.5,1,0,0,30.64,1,0,0,61.36,1,2.97,33.84,29.84,70.08,29.8,85.51,19.35,82.17,19.24,67.14,32.28,31.38,0
30/11/16 22,1.06,5.04,3.08,3.64,3.79,5.5,3.06,98.25,1,98.27,1,0,0,0,0,0,0,0,0,50.87,1,34.7,1,0,0,30.34,1,0,0,60.8,1,2.97,33.91,29.94,69.94,29.89,85.51,19.39,81.87,19.28,68.19,32.37,31.47,0
30/11/16 23,1.03,4.87,3.39,3.64,3.77,5.5,3.07,97.89,1,97.91,1,0,0,36.44,1,0,0,0,0,50.45,1,0,0,0,0,31.99,1,0,0,68.24,1,2.97,34.11,28.95,88.52,29.02,85.47,25.99,61.93,25.87,69.16,31.86,30.96,0
01/12/16 00,1.11,4.68,3.86,3.69,2.91,5.5,3.09,97.13,1,97.15,1,0,0,35.75,1,0,0,0,0,50.16,1,0,0,0,0,31.73,1,0,0,72.46,1,2.97,34.51,28.91,89.71,28.98,86.01,26.38,61.88,26.26,70.47,31.82,30.92,0
01/12/16 01,1.24,4.54,4.35,3.88,2.16,5.5,3.38,96.65,1,96.67,1,0,0,35.11,1,0,0,0,0,49.44,1,0,0,0,0,31.14,1,0,0,75.48,1,2.98,34.77,28.87,90.78,28.94,87.37,26.73,61.28,26.61,72.86,31.78,30.88,0
01/12/16 02,1.37,4.45,4.86,4.33,1.54,5.5,4.03,96.91,1,96.93,1,0,0,34.13,1,0,0,0,0,49.18,1,34.83,1,0,0,29.06,1,0,0,74.05,1,2.98,34.63,28.79,92.37,28.86,87.78,20.43,82.69,20.33,73.28,31.68,30.78,0
01/12/16 03,1.42,4.68,5.24,3.75,2.16,5.49,4.74,94.66,1,94.68,1,0,0,0,0,0,0,0,0,0,0,36.73,1,0,0,0,0,0,0,61.35,1,2.98,35.84,32.32,75.69,32.32,67.25,26.92,85.76,26.92,60.65,34.56,33.66,0
01/12/16 04,1.66,5.23,4.99,3.16,2.85,5.24,3.62,94.87,1,94.89,1,0,0,0,0,0,0,0,0,49.56,1,36.02,1,0,0,0,0,0,0,74.53,1,2.98,35.72,30.55,76.84,30.51,88.7,27.04,87.16,27.04,60.52,33.04,32.14,0
01/12/16 05,1.88,5.5,4.83,3.86,3.66,5,2.79,95.36,1,95.38,1,0,0,0,0,0,0,0,0,48.93,1,35.62,1,0,0,0,0,0,0,71.21,1,2.98,35.46,30.72,75.21,30.68,90.07,27,87.82,27,59.99,33.19,32.29,0
01/12/16 06,2.28,5.27,4.58,4.33,3.81,5.16,3.23,88.19,1,88.21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.12,1,0,0,0,0,2.98,39.24,30.27,74.87,30.27,66.65,30.93,64.55,30.8,70.05,42.9,31.46,0
01/12/16 07,2.8,5.27,4.32,3.16,3.36,5.46,3.67,90.33,1,90.35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.51,1,0,0,0,0,2.98,38.13,30.27,73.58,30.27,63.73,30.2,62.99,30.08,71.54,41.71,31.46,0
01/12/16 08,3.23,4.88,4,3.06,2.71,5.5,4.71,89.19,1,89.21,1,0,0,0,0,0,0,0,0,50.41,1,0,0,0,0,31.69,1,0,0,0,0,2.98,38.72,27.86,72.07,27.82,84.34,31.06,63.28,30.94,75.31,42.51,29.24,0
01/12/16 09,3.79,4.34,3.64,2.98,2.23,5.19,3.38,89.58,1,89.59,1,0,0,0,0,0,0,0,0,49.55,1,0,0,0,0,0,0,0,0,0,0,2.98,38.52,27.39,70.77,27.35,85.57,34.18,60.3,34.18,55.77,42.75,28.76,0
01/12/16 10,4.19,3.82,3.24,3.28,1.36,5.09,2.49,92.52,1,92.53,1,0,0,0,0,0,0,0,0,49.42,1,36.31,1,0,0,31.54,1,0,0,0,0,2.98,36.97,26.87,69.75,26.83,85.3,22.37,82.04,22.25,67.11,40.46,28.24,0
01/12/16 11,4.34,3.14,3.18,3.46,1.8,5.23,2.44,91.88,1,91.9,1,0,0,34.54,1,0,0,0,0,47.66,1,36.44,1,0,0,31.53,1,0,0,0,0,2.98,37.31,23.05,85.93,23.11,84.86,22.71,82.13,22.59,67.49,40.85,24.81,0
01/12/16 12,4.51,2.27,3.58,3.71,2.18,5.4,2.53,111.18,1,0,0,0,0,33.78,1,0,0,0,0,46.94,1,35.97,1,0,0,31.59,1,0,0,0,0,2.99,26.79,22.35,86.5,22.41,85.43,22.78,83.06,22.66,67.36,39.07,24.09,0
01/12/16 13,4.52,1.42,3.99,4.08,2.67,5.5,2.58,112.47,1,0,0,0,0,32.16,1,0,0,0,0,46.75,1,35.38,1,0,0,30.59,1,0,0,0,0,2.99,26.06,21.7,88.45,21.76,85.11,22.66,83.97,22.55,70.62,38.57,23.41,0
01/12/16 14,4.41,0.59,4.46,4.35,3.26,5.5,3.07,112.88,1,0,0,0,0,32.13,1,0,0,0,0,46.93,1,35.38,1,0,0,31.08,1,0,0,0,0,2.99,25.83,20.85,87.64,20.91,83.95,22.31,83.62,22.19,68.63,38.35,22.56,0
01/12/16 15,3.93,0.58,4.93,4.34,3.72,5.5,3.02,118.82,1,0,0,0,0,33.27,1,0,0,0,0,48.56,1,34.49,1,0,0,30.08,1,0,0,90.27,1,2.99,22.43,25.09,90.08,25.15,85.24,19.49,82.33,19.38,69.11,28.06,27.16,0
01/12/16 16,3.47,0.68,5.41,4.4,3.82,5.5,3.25,117.08,1,0,0,0,0,0,0,0,0,0,0,48.79,1,0,0,0,0,31.5,1,0,0,89.52,1,2.99,23.43,26.74,73.49,26.7,86.35,26.86,62.91,26.74,71.74,29.32,28.42,0
01/12/16 17,3.17,1.28,5.05,3.83,3.09,5.5,3.74,116.05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.51,1,0,0,71.07,1,2.99,24.02,29.73,75.19,29.73,63.37,27.4,62.35,27.28,72.27,32.03,31.13,0
01/12/16 18,2.93,1.92,4.78,2.78,2.38,5.5,4.23,117.35,1,0,0,0,0,0,0,0,0,0,0,49.55,1,0,0,0,0,31.38,1,0,0,81.64,1,2.99,23.28,27.53,73.02,27.49,85.71,26.64,61.42,26.52,71.95,30.07,29.17,0
01/12/16 19,2.64,2.25,4.43,3.13,1.64,5.5,4.61,118.85,1,0,0,0,0,0,0,0,0,0,0,50.23,1,0,0,0,0,30.95,1,0,0,74.36,1,2.99,22.41,27.53,72.84,27.49,84.37,25.85,59.26,25.73,72.62,30.03,29.13,0
01/12/16 20,2.21,2.44,4.08,3.07,1.7,5.4,4.41,118.95,1,0,0,0,0,0,0,0,0,0,0,49.97,1,36.86,1,0,0,0,0,0,0,72.01,1,2.99,22.36,27.65,71.46,27.61,85.01,24.89,83.49,24.89,56.86,30.14,29.24,0
01/12/16 21,1.89,2.66,3.69,3.2,2.21,4.99,2.49,119.94,1,0,0,0,0,0,0,0,0,0,0,50.16,1,35.2,1,0,0,30.63,1,0,0,64.73,1,2.99,21.78,27.66,69.08,27.62,84.65,18.26,79.9,18.15,66.12,30.11,29.21,0
01/12/16 22,1.51,2.81,3.22,3.2,2.38,5.05,2.19,121.91,1,0,0,0,0,0,0,0,0,0,0,50.54,1,34.75,1,0,0,30.15,1,0,0,53.36,1,2.99,20.63,27.62,68.83,27.58,83.85,17.2,79.61,17.09,66.62,30.02,29.12,0
01/12/16 23,1.05,2.66,3.21,2.88,2.54,5.19,2.23,121.76,1,0,0,0,0,36.36,1,0,0,0,0,49.98,1,34.4,1,0,0,30.13,1,0,0,60.48,1,2.99,20.72,26.51,86.22,26.58,83.95,17.36,80.35,17.25,66.83,29.37,28.47,0
02/12/16 00,0.87,2.55,3.61,2.8,2.84,5.35,2.34,98.81,1,98.83,1,0,0,35.44,1,0,0,0,0,49.73,1,34.86,1,0,0,30.71,1,0,0,79.63,1,2.97,33.61,26.92,88.25,26.99,84.85,18.97,81.19,18.86,66.53,29.86,28.96,0
02/12/16 01,0.76,2.49,4.07,2.98,3.14,5.44,2.2,98.93,1,98.95,1,0,0,35.24,1,0,0,0,0,49.34,1,33.95,1,0,0,30.25,1,0,0,79.31,1,2.97,33.54,26.87,88.56,26.94,85.55,19.21,82.95,19.1,68.3,29.81,28.91,0
02/12/16 02,0.65,2.44,4.53,3.29,3.7,5.5,2.87,98.27,1,98.29,1,0,0,33.53,1,0,0,0,0,48.41,1,33.74,1,0,0,29.22,1,0,0,81.84,1,2.97,33.9,26.88,91.44,26.94,87.31,19.76,83.85,19.66,72.11,29.79,28.89,0
02/12/16 03,0.68,2.45,5.06,3.89,3.76,5.5,3.71,97.15,1,97.17,1,0,0,33.02,1,0,0,0,0,47.44,1,0,0,0,0,30.19,1,0,0,87.06,1,2.97,34.5,26.95,92.33,27.01,89.15,26.34,64.52,26.23,75.63,29.88,28.98,0
02/12/16 04,0.84,2.68,5.16,4.7,3.32,5.5,4.79,94.68,1,94.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.78,1,0,0,70.96,1,2.98,35.83,31.13,76.45,31.13,69.31,27.61,63.7,27.5,78.19,33.42,32.52,0
02/12/16 05,1.23,3.47,4.96,3.85,2.8,5.31,4.1,94.94,1,94.95,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.09,1,2.98,35.69,31.66,73.77,31.66,66.78,30.27,63.77,30.27,61.54,33.94,33.04,0
02/12/16 06,1.57,4.18,4.62,2.76,2.41,5.13,3.53,94.99,1,95.01,1,0,0,0,0,0,0,0,0,49.99,1,0,0,0,0,0,0,0,0,81.99,1,2.98,35.66,29.78,74.97,29.74,87.1,30.32,62.88,30.32,59.32,32.32,31.42,0
02/12/16 07,1.87,4.52,4.37,3.28,1.91,4.84,2.34,96.47,1,96.49,1,0,0,0,0,0,0,0,0,49.66,1,0,0,0,0,32.18,1,0,0,73.7,1,2.98,34.87,29.8,73.03,29.76,87.75,26.98,60.27,26.86,69.52,32.29,31.39,0
02/12/16 08,1.91,4.76,4.03,3.84,1.66,5.12,2.87,96.9,1,96.92,1,0,0,0,0,0,0,0,0,49.81,1,35.91,1,0,0,30.99,1,0,0,69.93,1,2.98,34.64,29.91,72.25,29.87,87.57,19.98,80.36,19.87,66.61,32.38,31.48,0
02/12/16 09,1.86,4.97,3.67,4.29,1.89,5.21,2.6,96.86,1,96.88,1,0,0,0,0,0,0,0,0,50.67,1,35.39,1,0,0,30.98,1,0,0,68.68,1,2.98,34.66,30.05,70.43,30.01,86.02,20.09,81.39,19.98,66.74,32.52,31.62,0
02/12/16 10,1.83,5.15,3.26,4.3,2.28,5.32,2.45,97.88,1,97.9,1,0,0,0,0,0,0,0,0,50.52,1,34.71,1,0,0,30.8,1,0,0,63.59,1,2.97,34.11,30.11,69.93,30.07,86.38,19.82,82.29,19.71,67.1,32.56,31.66,0
02/12/16 11,1.71,5.15,3.18,4.4,2.79,5.46,2.48,96.89,1,96.91,1,0,0,35.73,1,0,0,0,0,49.7,1,34.98,1,0,0,30.97,1,0,0,70.42,1,2.98,34.64,29.35,90.19,29.42,87.34,20.11,82.12,20,66.8,32.25,31.35,0
02/12/16 12,1.71,5.29,3.71,3.66,3.2,5.5,2.43,97.25,1,97.27,1,0,0,36.07,1,0,0,0,0,0,0,34.73,1,0,0,30.33,1,0,0,61.47,1,2.97,34.45,30.59,90.82,30.7,60.2,20.15,82.58,20.04,68.98,33.05,32.15,0
02/12/16 13,1.66,5.32,4.23,2.77,3.64,5.5,2.69,96.88,1,96.9,1,0,0,34.23,1,0,0,0,0,51.09,1,34.98,1,0,0,29.9,1,0,0,69.14,1,2.98,34.65,29.49,92.89,29.55,84.72,20.34,82.34,20.24,70.56,32.38,31.48,0
02/12/16 14,1.64,5.15,4.81,2.77,3.98,5.5,3.21,97.29,1,97.31,1,0,0,36.11,1,0,0,0,0,50.76,1,34.84,1,0,0,29.97,1,0,0,69.2,1,2.97,34.43,29.26,89.43,29.33,85.17,20.19,82.44,20.09,70.19,32.17,31.27,0
02/12/16 15,1.73,4.99,5.26,2.91,3.24,5.5,3.71,96.93,1,96.95,1,0,0,34.6,1,0,0,0,0,50.24,1,0,0,0,0,31.17,1,0,0,72.37,1,2.98,34.62,29.25,92.03,29.32,86.18,26.88,62.4,26.76,72.91,32.15,31.25,0
02/12/16 16,1.83,5.11,5.16,3.26,2.52,5.5,4.33,96.9,1,96.92,1,0,0,0,0,0,0,0,0,50.4,1,0,0,0,0,31.55,1,0,0,68.37,1,2.98,34.64,30.19,72.75,30.15,86.71,26.89,61.36,26.77,71.6,32.66,31.76,0
02/12/16 17,1.92,5.29,4.77,3.62,1.75,5.5,4.62,96.76,1,96.78,1,0,0,0,0,0,0,0,0,49.76,1,0,0,0,0,31.59,1,0,0,67.7,1,2.98,34.71,30.38,72.47,30.34,88.14,26.99,59.67,26.87,71.57,32.84,31.94,0
02/12/16 18,1.91,5.47,4.4,4.19,1.7,5.5,4.74,96.85,1,96.87,1,0,0,0,0,0,0,0,0,50.54,1,35.48,1,0,0,29.31,1,0,0,65.34,1,2.98,34.67,30.47,71.71,30.43,86.7,20.51,81.65,20.41,72.59,32.92,32.02,0
02/12/16 19,2.21,5.08,4,4.35,2.2,5.19,3.38,92.4,1,92.42,1,0,0,0,0,0,0,0,0,48.31,1,38.5,1,0,0,0,0,0,0,0,0,2.98,37.04,28.21,68.3,28.18,88.73,28.03,83.55,28.03,58.84,40.26,29.58,0
02/12/16 20,2.52,4.96,3.51,3.74,2.47,5.07,2.7,93.77,1,93.79,1,0,0,0,0,0,0,0,0,0,0,35.86,1,0,0,31.25,1,0,0,0,0,2.98,36.31,29.96,71.36,29.96,59.03,21.22,81.7,21.1,66.95,39.27,31.15,0
02/12/16 21,2.71,4.7,3.13,2.74,2.79,5.2,2.58,93.65,1,93.67,1,0,0,0,0,0,0,0,0,50.53,1,35.87,1,0,0,31.41,1,0,0,0,0,2.98,36.37,27.67,69.51,27.63,83.92,21.31,81.77,21.2,66.51,39.39,29.05,0
02/12/16 22,2.89,3.98,3.13,2.59,3.07,5.27,2.3,93.57,1,93.59,1,0,0,34.71,1,0,0,0,0,48.75,1,35.43,1,0,0,31.46,1,0,0,0,0,2.98,36.42,23.74,86.33,23.81,83.55,21.54,82.77,21.42,66.56,39.49,25.51,0
